0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-10.135446628650508,5.622301373763249,-4.895868834927634,-1.4071131176099696,0.005848369391931941,1.2343716846530404,-1.2856072516141939,-1.0163108980527242,0.9397483992005521,1.242747642197409,-0.5376449402942683,2.359711683405625,-0.3502444427965819,-0.7600117906979768,-0.6191727120217175,-1.1739696412979488,1.0969824615449186,-0.22003063093500996
-9.908051147210653,3.080946880432779,-4.893024531227426,0.03238903413915345,0.2798121699228155,0.18132912098993803,-0.8069168736102188,-0.17913849732171516,0.8710699139019907,0.15613353446966174,0.13478326552506162,2.0923581356308283,-0.7490693162124827,0.444281451558881,-2.2072321677424487,-0.7429934207541748,-0.41098460869478065,-1.289628425782216
-9.088067213665813,1.126738627684432,-3.081695278493703,0.589430825265846,1.669826593162919,-1.5230918625738588,1.9018982485569935,0.4435407777569803,0.24836484154154215,0.04538155796149718,1.7000896181503753,1.525423437936864,-0.28228152558454406,-0.8494411298190041,-1.9594542941269053,0.5889669541253351,-1.0841007198835428,0.07842915287556598
-9.314776177317148,1.9118059298922052,-2.2871929917547904,-4.131598747179444,4.213558418431582,0.028858706399757725,-0.058155914501675676,0.07155522112637895,0.41469493665316126,-1.33519020159622,1.4146902975235585,0.765952651934751,-0.4069229315558828,1.087840017689068,0.23429146153892075,-0.02066218100673267,-0.6994566005181232,-0.21274127648998997
-9.391231291889005,4.033870480001397,-4.636769381019264,-2.307070298554477,2.3321258494919914,0.7751451098519899,-3.194744030054129,0.43094540258984304,-0.4188712011063234,1.0098195408044432,-1.1093282354674998,0.19776855180115005,-1.3175341924803836,-0.980160273699297,1.2143836951194433,0.01760114695262797,-0.9368625955440497,-1.1042794963945386
-8.903617119348382,4.860119299694565,-4.179568427034179,0.6718342707914422,0.36016666536706665,-0.05790710953257627,-2.5020172632021964,-0.3663137701098626,1.3562011766566355,0.5055504036140722,-1.4232785271112773,2.534428537805093,-0.5121370960804786,1.0477609422849403,-0.38837132389719564,-0.6998562978443261,-0.3536440917177029,-0.9730819517510142
-9.024575252774744,1.7873861392163721,-4.007404134957347,-1.6327960094885883,1.3214899092936139,-0.7602190237546976,-0.4622331480805923,-0.5016377128924924,-0.8560816727087222,-0.7114140161405181,-0.7201565350861828,2.121904453676391,-0.7269589455539414,-1.2614177793681158,-0.09485176429270091,0.5635587988759814,-0.6463225734313772,-0.08482195973411953
-8.031807724692852,1.0698591324718072,-5.267011572498764,0.3325556351162515,2.8629785422327005,-0.3926859963362693,0.15984681041931034,1.9379009000478302,1.0384115917399326,-0.7424299930297346,-0.5012004728464439,1.3509863613765354,-0.42036101329157505,-0.12313430554117206,-1.0552928479238803,-0.14906560810697006,-1.0272358498346197,-0.6503692030316
-6.719057720643166,-1.0728503707260053,-3.966903825597527,2.8108756260242287,1.1543910403981874,-1.1150602248626487,-0.7652694081335742,2.3472582055750206,0.33071029351172837,0.16191197740002258,0.5097750947136783,1.2036728946991926,0.5544647751692863,-1.4322298405723117,0.4627234371995062,-0.7762430772849481,-0.7489074047589636,-0.7032084574649572
-7.109327513480669,1.8067581610040382,-2.5701554737852197,-0.3042627814802062,1.8773762899238409,1.519988368558052,0.8151829234920344,-0.03659171490308712,2.6864935614973144,-0.4659273743192955,-0.7262901442679865,0.644329709806899,1.5182152688169865,2.261618755410049,1.56652515011845,-0.7870988008601738,-1.0468392423856017,-1.302503263635791
